UID	Ferlus's numbering	I = EFEO; II = SOAS +CNRS; III = Michel Ferlus; IV = Frédéric Pain	French	English	Chinese [简体中文]	Vietnamese	Vietnamese (older form, corrected since)	Written Khmer	Standard (Modern) Khmer	Tatey Leu Khmer	Written Khmer: variant	Standard (Modern) Khmer: variant	Tatey Leu Khmer: variant	semantics	sémantique	TaiYo	TaiYo IPA (Mỹ Dạ)		
2746	439b	III	Albinos	Albino	白化（病者）	(người) bạch tạng	người bạc tạng	-	-					colours	couleurs				
2747	440	I	Noir	Black	黑	đen		khmau	kʰmaw	kʰmɔw				colours	couleurs				
2748	440.1	III	Gris cendre	Ash gray	淡灰色	xám nhạt	tóc muối tiêu	prapheḥ	prəpʰɛh	pəpʰɛː				colours	couleurs				
2749	441	I	Jaune	Yellow	黄	vàng		lịœṅ	lɨəŋ	liaŋ				colours	couleurs				
2750	442	I	Rouge	Red	红	đỏ		kraham	krəhɑːm	krəhɒːm				colours	couleurs				
2751	443	I	Bleu (indigo)	Blue (indigo)	靛蓝	xanh chàm		dhlaḥ	tʰleəh	-				colours	couleurs				
2752	443.1	II	Bleu (ciel)	Blue (sky)	蓝	xanh da trời		baṅ krasā	pɔːŋ krəsaː	kʰiav kəciː				colours	couleurs				
2753	443.1a	III	Bleu	Blue	蓝（色）	khiev		kʰiəw	kʰiav					colours	couleurs				
2754	444	I	Vert (feuilles)	Green (leaves)	绿	xanh lá cây		pay taṅ	ɓaj tɑːŋ	ɓaj tɒŋ				colours	couleurs				
2755	444.1	II	Bleu-vert	Blue-green	蓝绿色	xanh ve chai		-	-					colours	couleurs				
2756	444.2	II	Couleurs* (autres)	Other colors	其他颜色	—		-	-					colours	couleurs				
2757	444.2a	III	violet	Purple	紫色	tím		svāy	svaːj	svaːj				colours	couleurs				
2758	444.3	III	Barriolé, multicolore	Multicolored	多色，缋	sặc sỡ nhiều màu		-	-					colours	couleurs				
2759	444.4	III	Vif, couleurs vives	Bright colors	鲜艳（色彩）	màu sáng	màu tươi, chói lọi	-	-					colours	couleurs				
2760	444.5	III	Terne, délavé	To fade, faded	褪（色）	xỉn (màu), phai (màu), nhạt (màu)	màu chết	-	-					colours	couleurs				
2761	445	I	Génie (être mythique)	Spirit	神	thần		´āraksa	ʔareəʔ/-raʔ	-				religion and divination	religion, divination				
2762		IV	(fantôme malfaisant)					khmoc brai	kʰmaoc prej					religion and divination	religion, divination				
2763		IV	(autre)					brāy	priəj					religion and divination	religion, divination				
2764	445.1	IV	(bon génie de la forêt)					paṅ¢ pat¢	ɓɑŋ ɓɑt					religion and divination	religion, divination				
2765	445.2	IV	(région.)					´as¢ lok	ʔɑh lɷːʔ					religion and divination	religion, divination				
2766	445.3	IV	(protecteur d’un terroir)					khmoc sruk	kʰmaoc srok					religion and divination	religion, divination				
2767		IV						´nak tā …	neəʔ taː …	nàk taː				religion and divination	religion, divination				
2768		IV						(cās¢ sruk)	(cah srok)					religion and divination	religion, divination				
2769	445.4	IV	(protecteur d’une lignée)					juor jaṁpuor	cuə cəmɓuə					religion and divination	religion, divination				
2770		IV						khmoc cuor	kʰmaoc cuə					religion and divination	religion, divination				
2771		IV						khmoc jhnuor	kʰmaoc cʰnuə					religion and divination	religion, divination				
2772		IV						lapāk¢ sā	ləɓaʔ saː					religion and divination	religion, divination				
2773	445.5	IV	(génie protecteur)					de braksa	teː preəʔ					religion and divination	religion, divination				
2774		IV						de bāraksa	teː piə reəʔ					religion and divination	religion, divination				
2775	445.6	IV	(génie tutélaire village)					´nak tā …	neəʔ taː …					religion and divination	religion, divination				
2776		IV						(cās¢ sruk)	(cah srok)					religion and divination	religion, divination				
2777	445.7	III	(dieu)					devatā	teː vəɗaː					religion and divination	religion, divination				
2778		IV						devatā	teːw ɗaː					religion and divination	religion, divination				
2779		IV						debṭā	teːpʰɗaː					religion and divination	religion, divination				
2780		IV						devaputra	teːvəɓot					religion and divination	religion, divination				
2781	446	I	Sorcier, sorcière	Wizard, witch	巫师	thầy phù thủy	thầy bùa	-		mnɯ`h koŋ				religion and divination	religion, divination				
2782		IV								mèː tʰmɒp				religion and divination	religion, divination				
2783	446.1	IV	sorcier (mauvais)					thmap¢	tʰmup	tʰmɒp				religion and divination	religion, divination				
2784	446.2	IV	sorcier (guérisseur)					grū khāṅ manṭ …	kruː kʰaːŋ muən …					religion and divination	religion, divination				
2785		IV						´āgum	ʔakum					religion and divination	religion, divination				
2786		IV						grū khāṅ ´ūm ´ām	kruː kʰaːŋ ʔoːm ʔaːm					religion and divination	religion, divination				
2787	446.3	IV	sorcière (possédée perman.)					´āp	ʔaːp	mèː ʔaːp				religion and divination	religion, divination				
2788	446.4	IV	sorcière (medium)			cô đồng		me mat¢	meː muət					religion and divination	religion, divination				
2789	447	I	Âme	Soul	灵魂，魂	viá		bralịṅ	prəlɨŋ	pəlɯ`ŋ				religion and divination	religion, divination				
2790		IV						viññāṇ	viɲɲiən					religion and divination	religion, divination				
2791	448	I	Fantôme	Ghost	鬼，鬼魂，幽灵	hồn	ma	khmoc	kʰmaoc	kʰmoc ɗeː saːc				religion and divination	religion, divination				
2792	448.1	III	fantôme (revenant)					khmoc (laṅ)	kʰmaoc (lɔːŋ)					religion and divination	religion, divination				
2793		III						(khmoc) pisāc	(kʰmaoc) ɓɛj saːc					religion and divination	religion, divination				
2794	448.2	III	(femme qui vit ds maison)					mnāṅ phdaḥ	məniəŋ pʰteəh					religion and divination	religion, divination				
2795		III						jaṁnāṅ phdaḥ	cəmniəŋ pʰteəh					religion and divination	religion, divination				
2796	449	I	Édicule rituel	Miniature temple (hosting small statues/carvings)	小神殿（举办宗教礼式的场所）	miếu thờ nhỏ		khdam ´nak tā	kʰtɔːm neəʔ taː	pʰtàh nàk taː				religion and divination	religion, divination				
2797	450	I	Autel	Altar	祭坛，石拱桌，祭台	bàn thờ		´aṅkæ	ʔəŋkae	-				religion and divination	religion, divination				
2798		IV						græ braḥ dha[ma]						religion and divination	religion, divination				
2799	450.1	II	Prière	Prayer	祷文，祈祷，祷告	câu kinh, lời khấn		dha[r]ma	tʰɔə	tʰaːr				religion and divination	religion, divination				
2800		IV							mòn					religion and divination	religion, divination				
2801		IV	(récitée)					kār sūtra dhar[r]ma	kaː soːt tʰɔə					religion and divination	religion, divination				
2802		IV	(supplique à divin.)					paṁṇan¢	ɓəmnɑn					religion and divination	religion, divination				
2803		IV	(supplique)					bākya ´aṅvar	piəʔ ʔəŋvɑː					religion and divination	religion, divination				
2804		IV	Réciter des prières	To recite prayers	朗诵祈祷	cầu kinh	đọc kinh	-	-					religion and divination	religion, divination				
2805		III	Ancêtres	Ancestors	祖先	tổ tiên ông bà		´nak ṭœm vaṅsa	neəʔ ɗaəm vuəŋ	-				religion and divination	religion, divination				
2806		IV	(du roi)					braḥ pitar	preəh ɓəɗɑː					religion and divination	religion, divination				
2807		IV	(n.masc.)					tā	taː					religion and divination	religion, divination				
2808		IV	(n. fém.)					ṭūn	ɗoːn					religion and divination	religion, divination				
2809		IV	(les Ancêtres)					ṭūn tā	ɗoːn taː					religion and divination	religion, divination				
2810		IV	(littér.)					pubva puras	ɓoppeəʔ ɓorɑh					religion and divination	religion, divination				
2811	451	I	Danse	Dance	舞蹈	nhảy múa		rāṁ	roəm	ràːm				religion and divination	religion, divination				
2812		IV						rapāṁ	rəɓam					religion and divination	religion, divination				
2813		IV						nāṭ	niət					religion and divination	religion, divination				
2814		IV						nāṭakā	niəɗəka					religion and divination	religion, divination				
2815	452	I	Fête	Feast, fete	节日	lễ hội		puṇya (dān)	ɓon (tiən)	ɓon				religion and divination	religion, divination				
2816	452.1	III	Tambour de bronze	Bronze drum	铜鼓	trống đồng		-	-					religion and divination	religion, divination				
2817	453	I	Séjour au pays des Morts	Journey to the abode of the dead	到灵魂（人过世）居住的地方	dưới âm phủ		sthān	stʰaːn	tʰaːn				religion and divination	religion, divination				
2818	454	I	Défendu (chemin …)	To forbid (path…)	禁止（路…）	cấm (đường…)	đường cấm	-	pʰluː keː prap					religion and divination	religion, divination				
2819	455	I	Interdit (maison)	To be prohibited (house)	被禁止的（房子）	(nhà) cấm		-	pʰtah keː tɒːm					religion and divination	religion, divination				
2820		IV								ɓucaː				religion and divination	religion, divination				
2821	455.1	III	Signe d’interdit	Sign indicating an interdiction, a prohibition	禁忌标志，忌讳标志	điềm kiêng ky		-	-					religion and divination	religion, divination				
2822	456	I	Sacrifice (faire un …)	To make a sacrifice	献祭，祭祀，供祭	cúng, hiến dâng		pūjā	ɓociə	ɗot				religion and divination	religion, divination				
2823		IV						dhvœ bali kamma	tʰ(v)əː pəli kam					religion and divination	religion, divination				
2824		IV	(sacrifice)					bidhī (pūjā) …	pi(t)tʰiː (ɓociə) …					religion and divination	religion, divination				
2825		IV						yañña	jaɲɲeəʔ					religion and divination	religion, divination				
2826		IV	(brahmanique)					yejña	jec					religion and divination	religion, divination				
2827		IV	(figuré)					bali kamma	pəli(ˀ) kam					religion and divination	religion, divination				
2828	456.1	III	Sacrifier un poulet	Sacrifice a chicken (chicken sacrifice)	（牺牲一只鸡，用鸡作牺牲（祭品））	tế gà	cúng gà	-	-					religion and divination	religion, divination				
2829	456.2	III	Sacrifier un buffle	Sacrifice a buffalo (buffalo sacrifice)	（牺牲一头水牛，用水牛作牺牲（祭品））	tế trâu	cúng trâu	-	-					religion and divination	religion, divination				
2830	457	I	Offrande (faire une …)	To make an offering	供	cúng dâng		-		tʰwaːj				religion and divination	religion, divination				
2831		IV								twəː tàːŋ				religion and divination	religion, divination				
2832		IV	objets offerts					jaṁnūn	cəmnuːn					religion and divination	religion, divination				
2833		IV	à person. ; divinités					grịœṅ pūjā	krɨəŋ ɓoːciə					religion and divination	religion, divination				
2834		IV	aux moines	Monk	僧侣，和尚，修道士	thầy tu, hòa thượng		grịœṅ parikkhār	krɨəŋ ɓɑrek kʰaː					religion and divination	religion, divination				
2835		IV						paccăy	pac caj					religion and divination	religion, divination				
2836		IV	à Bouddha, divinité, roi	Buddha, God	佛，上帝，神	chúa, thần, phật		taṅvāy	ɗəŋ vaːj					religion and divination	religion, divination				
2837		IV						kār thvāy	kaː tʰvaːj					religion and divination	religion, divination				
2838		IV	geste	Gesture	手势，姿势，动作	cử chỉ, động tác		kār jūn	kaː cuːn					religion and divination	religion, divination				
2839		IV	nourriture aux moines					kār pragen caṅhān¢	kaː prəkeːn cəŋhan					religion and divination	religion, divination				
2840		IV	(ds le bol à aumônes)					kār ṭāk¢ pātra	kaː ɗaʔ ɓaːt					religion and divination	religion, divination				
2841		IV	aux mânes, génies	Genie	鬼	thần, quỷ		kār sæn (bren)	kaː saen (preːn)					religion and divination	religion, divination				
2842		IV						saṁṇæn	səmnaen					religion and divination	religion, divination				
2843		IV	aux divinités	Deity	神	thần, thánh		kār thvāy saṅvoy	kaː tʰvaːj səŋvaoj					religion and divination	religion, divination				
2844		IV						saṅvoy	səŋvaoj					religion and divination	religion, divination				
2845	458	I	Chamanisme (séance de …)	Shamanistic seance	萨满教	đạo Saman		pragaṁ grū	prəkoːm kruː	pəkom krùː				religion and divination	religion, divination				
2846	458a	III	Appel des âmes, nécromancie	Calling back the spirit of the dead, necromancy	招魂	gọi hồn về		-	-					religion and divination	religion, divination				
2847	458.1	II	Chamane	Shaman	萨满教巫师	thầy pháp saman		grū cūl	kruː coːl	krùː cúːl				religion and divination	religion, divination				
2848	458.2	III	Amulettes	Amulets	护身符	bùa		-	-					religion and divination	religion, divination				
2849	458.3	III	Divination	Divination	占卜	thuật chiêm bói, bói		-	-					religion and divination	religion, divination				
2850	458.4	III	Devin	Soothsayer	占卜者	thầy bói		-	-					religion and divination	religion, divination				
2851	458.5	III	Bâtonnets divinatoires	Divining rod	占卜棒	quẻ bói, thẻ quẻ		-	-					religion and divination	religion, divination				
2852	458.6	III	Divination*, autres moyens	Other methods of divination	占卜的其它方式	sự tiên đoán, sự bói toán		-	-					religion and divination	religion, divination				
2853	459	I	Tombeau	Tomb	墓	mồ, mả		m"uṅ	moŋ	moːŋ				religion and divination	religion, divination				
2854		IV								pʰnuːl kʰmoːc				religion and divination	religion, divination				
2855	459.1	III	Suaire	Shroud	寿衣	vải liệm	khăn liệm	-	-					religion and divination	religion, divination				
2856	459.2	III	Cercueil	Coffin	棺材	áo quan	cái hòm, quan tài	-	-					religion and divination	religion, divination				
2857	459.3	III	Cimetière	Cemetery, graveyard	墓地	nghĩa địa		-	-					religion and divination	religion, divination				
2858	460	I	Musique	Music	乐，音乐	âm nhạc		bhleṅ	pʰleːɲ	pʰleːŋ				religion and divination	religion, divination				
2859	461	I	Musique de fête	Festive music	节日音乐	nhạc hội, nhạc lễ	nhạc hội	-	-					religion and divination	religion, divination				
2860	462	I	Musique d’enterrement	Burial music	哀乐	nhạc đám	nhạc đám tang	-	-					religion and divination	religion, divination				
2861	462.1	III	Instruments de musique	Musical instruments	乐器	nhạc cụ		-	-					religion and divination	religion, divination				
2862	462.2	III	Flûte droite, pipeau	(Reed) pipe, straight flute	芦笛，（直）笛	cái sáo dọc		-	-					religion and divination	religion, divination				
2863	462.3	III	Flûte traversière	Flute (Western concert flute)	长笛	ống sáo ngang		-	-					religion and divination	religion, divination				
2864	462.4	III	Orgue à bouche	Pandean pipes: reed-pipe wind instrument	笙	cái khèn		-	-					religion and divination	religion, divination				
2865	462.5	III	Jouer d’un inst. de mus.	Play a musical instrument	演奏某种乐器	chơi nhạc cụ	đánh đàn	-	-					religion and divination	religion, divination				
2866	462.6	III	Violon	Violon	小提琴	vĩ cầm		-	-					religion and divination	religion, divination				
2867	462.7	III	Archet	Violon bow	小提琴弓	cái vĩ (của đàn vĩ cầm)	cung kéo đàn	-	-					religion and divination	religion, divination				
2868	462.8	III	Jouer du violon	Fiddle	拉小提琴	kéo vĩ cầm	chơi đàn	-	-					religion and divination	religion, divination				
2869	462.9	III	Tambour	Drum	鼓	trống		sgar	skɔː	-				religion and divination	religion, divination				
2870	462.10	III	Gong	Gong	锣	chiêng		-	-					religion and divination	religion, divination				
2871	462.11	III	Cymbales	cymbals	钹	chũm chọe	cái chập chõa	-	-					religion and divination	religion, divination				
2872	462.12	III	Frapper (percussion)	Beat (percussion)	打（打击乐器）	gõ (trống, chiêng)	đánh, gióng trống	-	-					religion and divination	religion, divination				
2873	462.13	III	Guimbarde	Jew's harp	口簧琴，口簧，单簧口琴，口弦，嘴琴	kèn mồm		-	-					religion and divination	religion, divination				
2874	462.14	III	Cloche	Bell	钟	chuông	mõ, chuông	-	-					religion and divination	religion, divination				
2875	462.15	III	Clochette à buffle	Cowbell	牛铃	lục lạc trâu		-	-					religion and divination	religion, divination				
2876	463	I	Je	I, me	我	tao, tôi, tớ		khñuṁ	kʰɲom	-				personal pronouns	pronoms personnels				
2877		IV	(littér. obsol.)					'añ khñuṁ	ʔaɲ kʰɲom					personal pronouns	pronoms personnels				
2878		IV	(homme déférent)					khñuṁ pād	kʰɲom ɓaːt					personal pronouns	pronoms personnels				
2879		IV	(femme déférent)					nāṅ khñuṁ	niəŋ kʰɲom					personal pronouns	pronoms personnels				
2880		IV	(Surin, hô poli)					khmāt	kʰmaːt					personal pronouns	pronoms personnels				
2881		IV	(femme poli)					ñ"um	ɲom					personal pronouns	pronoms personnels				
2882		IV	(Nord Camb. hô poli)					kpāt	kəɓaːt					personal pronouns	pronoms personnels				
2883	464	I	Tu	You	你	mi, mày			ɓɑːŋ					personal pronouns	pronoms personnels				
2884	465	I	Il	It, he	他，她，它	nó, hắn		-	-					personal pronouns	pronoms personnels				
2885	465a	III	Elle	He, she, it	他，她，它	nó	thị, hắn	-	-					personal pronouns	pronoms personnels				
2886	466	I	Nous deux (incl.)	We (incl.)	我/咱们，我/咱（们）俩	hai ta, chúng ta, chúng mình		-	-					personal pronouns	pronoms personnels				
2887	466a	III	Nous deux (excl.)	We two (two of us)	我们俩	hai chúng tôi	chúng tôi	-	-					personal pronouns	pronoms personnels				
2888	467	I	Vous deux	You (plural)	你（们）俩	hai đứa mi		-	-					personal pronouns	pronoms personnels				
2889	468	I	Eux-deux	They	他/她（们）俩	hai đứa chúng nó		-	-					personal pronouns	pronoms personnels				
2890	468a	III	Elles-deux	These two	他俩	hai đứa nó		-	-					personal pronouns	pronoms personnels				
2891	469	I	Nous (incl.)	We (incl.)	我们	ta, chúng ta		-	-					personal pronouns	pronoms personnels				
2892	469a	III	Nous (excl.)	We	我们	chúng tôi		-	-					personal pronouns	pronoms personnels				
2893	470	I	Vous	You	你们	chúng mi			lɷːʔ					personal pronouns	pronoms personnels				
2894		IV							lɷːʔ srɛj					personal pronouns	pronoms personnels				
2895	471	I	Ils	They	他/她/它们	chúng nó		-	-					personal pronouns	pronoms personnels				
2896	471a	III	Elles	They	他们	họ, chúng nó, bọn nó	chúng thị	-	-					personal pronouns	pronoms personnels				
2897		V	Ciel sombre	Dark sky	阴天	trời tối											phã mựt	fɑ53 mɯt11	
2898		V	Briller	Bright	明	sáng											hủng	huŋ33	
2899		V	Etincelles	Spark		ánh lửa											xánh phi		
2900		V	Taro des Indes	Indian Taro	芋头	khoai môn											mên bón	men55 bɔn13	
2901		V	Pot de terre	Crock	瓦罐	chậu											tháo	ʈɑɔ13	
2902		V	Panier	Basket	筐	rổ											ca bố	kɑ55 bo13	
2903		V	Bambou (terme général)	Bamboo (general term)	竹子	mai											mãy mai	mɑi53 hɑŋ33	
2904		V	Bambou (terme général)	Bamboo (general term)	竹子	giang											mãy hảng	mɑɪ53 mɑi	
